FlightNumber,FlightDelayStatus
LAX_PIT_102149,1
ATL_CHO_67056,1
MCI_IAH_77933,1
DCA_SEA_92447,1
ATL_CRP_100962,1
BOS_PIT_96842,1
MOT_MSP_57757,1
PHL_ATL_57596,1
LGA_MIA_61031,1
SFO_MFR_84647,1
BNA_LAX_74798,1
MIA_ATL_88025,1
DFW_ABQ_88475,1
MSP_ATL_73617,1
OGG_PDX_72157,2
DFW_XNA_87212,2
DEN_MCO_86145,1
ORD_FAR_75586,1
MEM_LAX_77981,1
PIT_FLL_65429,1
JFK_JAX_65353,1
MSP_IND_96530,1
DTW_DCA_60944,1
SJU_BOS_64226,1
CLE_LAX_91429,1
DTW_BOS_74649,1
LAS_SFO_91666,1
CVG_DSM_98339,1
EWR_MDW_77233,1
DFW_CLT_70336,1
MSP_PDX_99105,1
XNA_SLC_93655,1
MDW_PHL_70014,1
TUS_LAS_64941,1
TPA_JFK_65274,1
EWR_DEN_73881,1
MSP_LGA_80817,1
BOS_JFK_58892,1
DCA_IAH_92576,1
SAN_IAH_93378,1
MCO_PIT_59356,1
ORD_SJU_88451,1
CVG_DAB_85024,1
SAT_CVG_81088,1
STL_DTW_82508,1
BWI_BDL_61746,1
DTW_DFW_71872,1
TYS_TPA_89530,1
SJU_JFK_59996,1
DTW_PHL_68698,1
MSP_LGA_77167,1
IAH_BNA_86288,1
MHT_BWI_80312,1
LAS_SAN_59234,1
LFT_ATL_91381,1
JAX_PHL_104726,1
CVG_DCA_91240,1
CLE_BWI_88329,1
LGA_JAX_91945,1
LGA_BOS_66060,1
MOB_CVG_60350,1
SLC_AUS_58020,1
JAX_ORD_76230,1
CLE_ATL_101554,1
ATL_TPA_93393,1
JAN_BWI_58944,1
PIT_ORD_89133,1
SEA_SAN_96071,1
DCA_BOS_82884,1
BOS_LAX_81010,1
CMH_DTW_68606,1
IAD_BOS_100982,1
CVG_ROC_83062,1
CLT_SAN_57897,2
PHL_TPA_79785,2
LGA_BOS_100207,2
ATL_STL_59788,2
GSO_DFW_75623,2
ORD_PVD_102911,1
ORD_BUF_57942,1
ELP_LAX_76116,1
HDN_MSP_58294,1
BNA_SAN_86858,1
SJC_DFW_72708,1
BWI_CLE_80048,1
DFW_LBB_82633,1
HLN_SLC_94014,1
CLT_JFK_97337,1
MDW_PHL_84697,1
PHL_IAH_61926,1
PWM_EWR_67061,1
DSM_DFW_64533,1
MCO_PVD_75522,1
PSC_DEN_95192,1
SMF_LAS_100214,1
DEN_DTW_70417,1
ATL_DCA_76377,1
CVG_SEA_89067,1
DEN_PDX_64522,1
LAS_IND_64020,1
DFW_SAN_96309,1
CVG_IAD_86753,1
MCO_MIA_97861,1
EUG_SLC_98690,1
BOS_DCA_58344,1
SAN_PHX_70292,1
LAX_FAT_83709,1
EWR_DFW_71243,1
IAH_DTW_86197,1
ORD_LGA_86915,1
SAN_ORD_90941,1
EVV_ATL_75150,1
ORD_AUS_60292,1
ORD_ALB_65493,1
EWR_HSV_74755,1
MSP_ATL_61721,1
LAS_JFK_58507,1
TRI_ATL_103652,1
MSP_DTW_102620,1
LAS_JFK_61204,1
CVG_LGA_103820,1
ORD_STL_73110,1
EWR_IAH_89370,1
DEN_SAN_99499,1
MLI_CVG_72590,1
BNA_DFW_90046,1
CLE_ATL_64474,1
CHO_CVG_100430,1
CLE_STL_100022,1
ISP_FLL_96996,1
LAX_SEA_78242,1
PDX_MSP_93677,1
MSP_ORD_59626,1
DTW_MEM_104764,1
MFR_SFO_70055,1
PVD_ORD_101102,1
MSP_LAS_94825,1
BTV_CVG_93670,1
CLT_EWR_69083,1
TRI_ATL_98005,1
SBN_CVG_89601,1
LAX_SFO_96950,1
BTV_PHL_93034,1
MSP_LGA_80812,1
ATL_IAD_95241,1
MSY_IAH_91820,1
BHM_HOU_68143,1
JFK_ROC_70710,1
GSO_LGA_91739,1
CVG_BGR_78407,1
FLL_CLT_73518,1
ALB_IAD_88146,1
PDX_SFO_87052,1
IAD_SFO_84256,1
STL_FLL_88885,1
DFW_BNA_98074,1
LAX_EWR_58157,1
MCO_EWR_72525,1
FCA_SLC_75046,1
EWR_BWI_72942,1
DEN_MEM_70254,1
SLC_PDX_104823,1
SLC_LAX_87664,1
MKE_DFW_86676,1
CVG_TUL_63921,1
TPA_CLT_93077,1
PHF_LGA_83534,1
DTW_MEM_104170,1
PHX_LAX_100166,1
PHX_AUS_79546,1
JFK_IAH_58267,1
CVG_ATL_61725,1
JFK_BOS_89643,1
CVG_LAX_73497,1
PHX_FLL_102329,1
LEX_DTW_58969,1
MSP_MEM_57831,1
DEN_MSP_82489,1
MIA_BWI_64327,1
ORF_DTW_90094,1
CVG_ORF_95207,1
DAY_EWR_79520,1
MLI_CVG_103118,1
DFW_SNA_73055,1
EWR_GSO_60758,1
DFW_SNA_93934,1
TYS_DFW_80713,1
TUL_ATL_104053,1
MSP_SJC_57547,1
IAD_CVG_91359,1
DFW_SAN_64923,2
RDU_EWR_92571,1
SLC_MSP_100495,1
JFK_LAX_102196,1
COS_DFW_95405,1
DFW_LAX_70274,1
ORD_JAX_65555,1
ATL_GSO_101740,1
CVG_CAK_77951,1
DCA_ATL_78077,1
MDW_BNA_102009,1
DEN_SAN_62296,1
ATL_MCI_95374,1
JFK_SFO_62645,1
SFO_SLC_74375,1
MEM_GPT_73879,1
ATL_DEN_77048,1
DEN_MCI_100269,1
MEM_LGA_68081,1
ORD_IAD_100322,1
EWR_JAX_79647,1
HLN_SLC_99218,1
MHT_BWI_81272,1
ATL_MSP_92992,1
BOS_JFK_86619,1
MCI_MEM_103903,1
TUS_IAH_75630,1
PVD_PHX_89186,1
ORD_MDT_85516,1
EWR_SAN_95368,1
MEM_ATL_61239,1
BUR_SEA_101310,1
PHL_RDU_94780,1
MSP_LGA_82436,1
ORD_LGA_88596,2
MCO_RDU_105035,1
MCO_DTW_93529,1
MCO_LAX_79756,1
JFK_JAX_66146,1
EWR_MCO_83550,1
DSM_CVG_65378,1
TPA_DFW_89747,1
CLE_MKE_59888,1
BWI_ROC_74192,1
PBI_IAH_81594,1
DCA_DTW_81085,1
PHX_OKC_75622,1
PHL_STL_91853,1
ORD_TUL_57681,1
PNS_IAH_102380,1
MIA_ATL_67148,1
LAX_MCO_63316,1
ABQ_DFW_84652,1
ATL_ATW_103729,1
DTW_LGA_60681,1
MCO_CLT_99259,1
GRB_DTW_94005,1
PHX_LAS_70967,1
LGA_DTW_96014,1
TPA_ATL_76267,1
OMA_ORD_76176,1
IAH_SLC_91215,1
BUF_DTW_73148,1
LAX_JFK_61594,1
MCO_PHL_58316,1
MDW_SDF_77059,1
DFW_IAH_98672,1
PHL_ORD_72955,1
ORD_DFW_86800,1
DCA_CLT_67785,1
MIA_DCA_105052,1
JAX_ORD_91002,1
DTW_EWR_102393,1
MCO_CAE_100410,1
MHT_ATL_69560,1
ATL_XNA_62904,1
BOS_ORD_90001,1
LAX_ATL_86610,1
SLC_GJT_71868,1
CVG_MCI_65343,1
ORD_DSM_102894,1
DTW_DEN_60865,1
JAX_CLT_87742,1
PIT_EWR_72689,1
FAT_DEN_84814,1
DFW_SAN_57184,1
DFW_SDF_80572,1
EWR_MSN_61615,1
DFW_PNS_58509,1
SMF_LAX_68028,1
LGA_CHS_89886,1
MDW_OMA_78641,1
GTF_SLC_63778,1
CAK_BOS_92345,1
LGA_PHF_74092,1
BWI_IND_101972,1
MIA_EWR_104498,1
STL_SLC_83013,1
ORD_EWR_85448,1
ATL_MIA_99313,1
BOS_DCA_96440,1
CLT_CVG_85477,1
SNA_SJC_63426,1
BDL_MCO_89926,1
OKC_DEN_71500,1
ORD_MCI_66040,1
RDU_BWI_97158,1
TPA_IAH_63961,1
ATL_LFT_84466,1
CHS_ATL_78064,1
SEA_SAN_87275,1
MIA_SJU_62431,1
HOU_JAN_83365,1
BHM_LGA_83894,1
SFO_PDX_99246,1
MSP_PHL_86718,1
ORD_XNA_70170,1
GTF_DEN_100307,1
XNA_SLC_67316,1
PDX_LAX_98517,1
PHX_SLC_60243,1
BOS_MCO_57624,1
BTV_CVG_84483,1
ORD_CVG_75487,1
IAH_BOS_68651,1
OAK_ABQ_78320,1
OKC_ORD_91885,1
MSP_BNA_61304,1
DEN_SFO_102996,1
DFW_MEM_80810,1
BOS_RSW_99770,1
BOI_PDX_79762,1
BOS_LGA_70958,1
MEM_LGA_70428,1
IAD_LAX_69196,1
SNA_SFO_77942,1
MOB_ATL_63625,1
ILM_CVG_75147,1
IAD_GSP_100391,1
FLL_IAD_70008,1
IAH_DFW_100108,1
FLL_MDW_96347,1
CLE_DEN_57205,1
CVG_MIA_87170,1
LAS_SAT_66766,1
RSW_EWR_61895,1
MHT_PHL_102643,1
LGB_DFW_58560,1
DTW_PHL_62369,1
DFW_MAF_72004,1
OKC_ORD_82406,1
ATL_SMF_57798,1
PHL_RDU_71097,1
MOB_CVG_91856,1
LGA_BHM_79893,1
PHX_RNO_86954,1
ATL_CAK_57989,1
CRP_DFW_57098,1
BWI_PVD_97955,1
IAH_SNA_96143,1
LGA_SAV_89730,1
SEA_SJC_66029,1
DFW_SDF_94866,1
ORD_LGA_89413,1
PDX_SMF_72262,1
ATL_AEX_93746,1
SNA_SJC_61953,1
DEN_MSP_67742,1
MDW_DFW_102489,1
ORD_DTW_81224,1
CVG_MEM_76624,1
OAK_SAN_82124,1
ABQ_LAX_56835,1
CID_ORD_70290,1
MSY_ATL_101509,1
SNA_OAK_67394,1
STL_PHX_77405,1
DEN_SFO_70122,1
MDW_DFW_98457,1
BDL_ATL_59903,1
DEN_EUG_96414,1
SMF_PDX_76933,1
AMA_DFW_71018,1
STL_FLL_60457,1
MLI_ATL_88347,1
STL_ORD_82471,1
LAX_SLC_81157,1
LAX_ORD_59536,1
DTW_ATL_81892,1
TPA_PHL_92514,1
TPA_MDW_72814,1
LGA_RDU_100362,1
MSO_DEN_75822,1
BUF_EWR_101036,1
EWR_SFO_97280,1
EWR_ORF_75397,1
ORD_CVG_79442,1
MSP_EWR_99028,1
SAV_CVG_94282,1
GSO_JFK_87892,1
MIA_DCA_73433,1
EWR_BTV_84960,1
CVG_BTV_93878,1
ATL_CAK_76119,1
LAS_STL_62611,1
SAN_PHX_64832,1
IND_ATL_100915,1
PDX_DEN_87363,1
CVG_AVP_100422,1
PNS_CVG_102614,1
RAP_ORD_74587,1
LAX_FAT_94629,1
CVG_DTW_73000,1
HNL_SMF_88884,1
HPN_ORD_105024,1
IAH_MEM_66310,1
SFO_BOS_75303,1
BWI_DFW_100217,1
DTW_CVG_93994,1
FSD_DEN_74162,1
ORD_MSP_84120,1
IAH_PHX_77856,1
CLE_STL_67832,1
IAH_ONT_69309,1
DEN_MCI_85888,1
LAS_MDW_82279,1
BDL_MCO_100228,1
MEM_DTW_97074,1
LAS_OAK_88245,1
SAN_LAS_103208,1
EWR_DCA_76669,1
PHL_CLT_80080,1
ATL_MKE_95834,1
JFK_PHL_57391,1
CLT_BDL_82236,1
ONT_SMF_69782,1
TPA_CVG_74212,1
MSP_LGA_63247,1
CLE_DFW_81202,1
TPA_IAD_80636,1
ORD_DFW_81352,1
BOS_JFK_90708,1
ORD_CLE_59023,1
ORD_CLT_95106,1
EWR_ORD_93549,1
MKE_CLE_76825,1
SNA_PHX_67481,1
JAN_DCA_103091,1
HOU_PHL_88544,1
PNS_ATL_96816,1
MCO_IAD_86249,2
DFW_LAX_66054,1
GRR_CVG_85696,1
MSP_LGA_69026,1
EWR_FLL_85405,1
DTW_IAD_57275,1
MEM_DFW_102374,1
HKY_ATL_94641,1
ORD_ATL_101333,1
ORD_DEN_98106,1
JFK_PHL_70540,1
RAP_DEN_95511,1
SLC_SFO_79708,1
LAX_MSP_68014,1
TUP_ATL_90231,1
SAN_SJC_85603,1
BZN_DEN_91986,1
MKE_DFW_85610,1
SEA_DEN_103701,1
IAH_SFO_67417,1
ONT_SMF_86178,1
TPA_MIA_57242,1
CLT_TPA_61384,1
BNA_ORD_61339,1
IAD_MIA_90797,1
MEM_IAH_72867,1
CVG_ATL_64213,1
ATL_OKC_74801,1
IAH_PNS_74287,1
MCO_EWR_67057,1
JFK_GSO_94445,1
PHX_MSP_82803,1
STL_DEN_75897,1
BOS_DCA_58990,1
DFW_HOU_81934,1
DFW_SAN_71048,1
ATL_SNA_59069,1
MDW_CMH_75231,1
DEN_CVG_94558,1
SMF_SAN_72537,1
BOS_CVG_101183,1
MYR_PIT_103160,1
LGA_RDU_72295,1
IAH_PHL_76350,1
BOS_TPA_91841,1
ATL_AVP_69428,1
IAH_MEM_69646,1
SJC_LAX_62166,1
ATL_IAH_83288,1
PVD_ATL_104496,1
IND_DTW_76914,1
SFO_ABQ_74171,1
MCO_EWR_91026,1
EWR_SFO_73040,1
LGA_DTW_91888,1
ORD_TPA_56941,1
MDW_ALB_70411,1
LGA_CLT_81843,1
CID_DFW_73079,1
CLE_ORF_98021,2
MSP_CVG_82126,1
LGA_CVG_71316,1
DFW_TUL_64109,1
BUF_CLE_72439,1
IAD_LAX_75193,1
ATL_FLO_84627,1
CLT_DCA_103892,1
TPA_IND_81937,1
DEN_SLC_102454,1
LAS_SAN_94109,1
LAX_KOA_72879,1
SLC_BUR_80589,1
SAN_ORD_62434,1
ORD_PHL_56903,1
LAS_BDL_92178,1
SFO_PHX_100873,1
DFW_TPA_87375,1
CAK_ORD_73761,1
DCA_LAX_104658,1
BOS_PHL_93152,1
BOS_DCA_61081,1
ORD_ATL_71557,1
LAX_IAD_77711,1
ANC_BET_104596,1
IAD_DTW_82330,1
BOS_EWR_80754,1
MSP_DEN_75365,1
ROC_DTW_103211,1
FLL_JFK_98902,1
DFW_SNA_61377,1
ATL_SMF_57922,1
IAD_DEN_64908,1
BOS_PHL_76689,1
TPA_BDL_98857,1
RDU_DTW_104552,1
EWR_PWM_91657,1
LGB_SEA_74626,1
ABQ_DAL_59303,1
MSY_ATL_60391,1
GEG_SLC_88412,1
SEA_DFW_65106,1
JFK_OAK_104143,1
SLC_DEN_94796,1
SAN_PHX_79704,1
LGA_ORD_75217,1
DEN_CVG_68841,1
SFO_PDX_93342,1
SAT_DTW_95669,1
ORD_DCA_84336,1
CVG_CLT_87183,1
CVG_BOS_84307,1
GSP_ORD_63390,1
MCO_IAH_86932,1
HOU_DFW_96733,1
SMF_PHX_99674,1
DTW_DFW_73654,1
ALB_MCO_84438,1
RDU_CVG_98175,1
ORD_XNA_100797,1
SGF_CVG_88243,1
SLC_HDN_59558,1
CVG_DFW_79788,1
XNA_LAX_103110,1
LAS_PHX_81193,1
PDX_SMF_85384,1
DTW_DFW_88599,1
DFW_PHX_57333,1
DFW_IND_68875,1
TPA_BWI_95932,1
DEN_IAH_60135,1
BOS_DFW_64086,1
DSM_DFW_98876,1
DTW_MCO_102688,1
LGA_ATL_72446,1
BOS_ORD_70789,1
SAN_ATL_100397,1
DFW_LAX_78739,1
MYR_CVG_73073,1
CMH_EWR_85399,1
ORD_BDL_94064,1
SMF_ATL_74336,1
FLL_PHL_74999,1
CRP_DFW_102504,1
LAS_ALB_59249,1
CLT_MSY_94943,1
TPA_ISP_75685,1
LGA_CHS_92279,1
DSM_DFW_72687,1
SEA_DEN_73554,1
LGA_BHM_102573,1
ORD_STL_85013,1
MLI_CVG_84648,1
DFW_SLC_102011,1
DFW_ABQ_87868,1
DEN_SAT_94623,1
MIA_LAX_97345,1
SJC_DFW_87175,1
ALB_DTW_78627,1
BNA_DFW_58311,1
GEG_ORD_90803,1
JFK_FLL_66908,1
LGA_PIT_70921,1
TPA_MSY_75268,1
HOU_ATL_64506,1
SAT_IAH_59102,1
MDW_MSP_84778,1
ATL_PHL_88322,1
JFK_LAX_82794,1
AUS_PHX_63152,1
JFK_SJC_66634,1
PIT_DFW_60400,2
SMF_SAN_100609,1
SDF_ATL_59088,1
PSP_ORD_86460,1
DFW_ATL_84932,1
SFO_SLC_78253,1
IAH_CVG_105382,1
DEN_ATL_105065,1
COS_LAX_85496,1
JAX_LGA_68556,1
ORF_DFW_65900,1
LEX_IAH_101192,1
MCO_MSP_99317,1
ORD_BWI_68814,1
ORF_MDW_77116,1
ORD_MDT_74684,1
ORD_EWR_80908,1
MSP_ORD_62501,1
GPT_ATL_65506,1
ATL_MIA_60128,1
CMH_DCA_95481,1
ATL_CLT_64008,1
CRW_ATL_79581,1
SLC_RAP_75053,1
ATL_JFK_68620,1
IAH_ORD_93613,1
SAT_IAH_82845,1
SJT_DFW_75284,1
LFT_ATL_70662,1
ORD_TYS_79338,1
DCA_MCI_89227,2
BDL_PHL_102390,2
BWI_DTW_97663,1
MDW_ATL_62843,1
MLI_CVG_85510,1
MEM_LGA_63656,1
BNA_IAH_89196,2
EWR_LAS_78170,1
EWR_LAX_60832,1
AUS_PHX_62824,1
MSP_RSW_94359,1
DTW_LGA_93092,1
TPA_RDU_101545,1
TPA_DFW_58308,1
DTW_ALB_89490,1
MSP_LGA_77186,1
STL_DEN_85103,1
ONT_DFW_105593,1
DFW_LAX_75073,1
MDW_MSP_88903,1
MDW_OAK_60647,1
EWR_SLC_83406,1
CVG_SLC_59093,1
DTW_MDW_104401,1
DCA_BNA_76969,1
DFW_BWI_68881,1
LWB_ATL_104970,1
MIA_IAH_104972,1
MKE_CVG_66596,1
LAS_LAX_80958,2
FLL_DCA_97149,1
OGG_LAX_86983,1
PBI_LGA_103308,1
DCA_LGA_89798,1
PIT_MIA_103032,1
RIC_CLE_73852,1
LAN_ORD_83012,1
CLE_DEN_98697,1
ORF_CVG_89206,1
PHX_SFO_65908,1
DTW_PHL_100133,1
SNA_ATL_60162,1
MEM_IAH_74911,1
ORD_PDX_105665,1
MSP_MDW_62733,1
OMA_MDW_83059,1
IAD_ORD_76540,1
ORD_MIA_63220,1
JFK_LAX_95830,1
DFW_MOB_69367,1
PNS_TPA_71758,1
LAS_IAH_102959,1
EWR_PHX_87986,1
IAH_MSY_85669,1
MIA_EWR_103693,1
BTR_DFW_63771,1
DTW_ORF_91766,1
DEN_SEA_89533,1
EWR_CHS_77610,1
LGA_DCA_76136,1
OAK_PHX_81146,1
ALB_IAD_98608,1
PHX_MDW_93315,1
RDU_BDL_82161,1
CLT_DCA_90680,1
DEN_ORD_58996,1
SEA_SMF_81303,1
DEN_MSP_86968,1
MSP_SJC_69275,1
SFO_LAS_88401,1
SFO_ACV_73069,1
DTW_MKE_75154,1
CLE_GSP_86479,1
MSP_PHL_91917,1
SLC_ABQ_72875,1
MEM_RSW_68818,1
DFW_OMA_67424,1
PIT_DEN_61825,1
DCA_CVG_100201,1
MRY_LAX_75903,1
ATL_GRR_69116,1
LIT_ATL_100955,1
CLT_MCO_61755,1
CLT_ATL_77575,1
LGA_MSP_92112,1
IAH_EWR_90082,1
EWR_BUF_70826,1
XNA_ATL_102538,1
RDU_BNA_90040,1
DCA_RDU_88640,1
ATL_PHF_77979,1
BOS_MCO_67415,1
ATL_LIT_104279,1
MGM_CVG_85272,1
DCA_BOS_62527,1
IAH_LIT_75113,1
MEM_LAX_93292,1
SJC_LAX_82814,1
BOS_MCO_63060,1
ATL_SAT_62394,1
ANC_SEA_101263,1
DTW_SFO_102030,1
ATL_LAS_59453,1
MDW_SDF_76984,1
MDW_PHL_82157,1
GJT_SLC_65618,1
LAX_FAT_65706,1
SAN_OAK_88525,1
DTW_LGA_101979,1
MSP_SFO_85653,1
TPA_PHL_95132,1
IAD_LAX_87076,1
SJC_ORD_91036,1
MIA_JFK_89838,1
PVD_CLT_80173,1
BWI_MHT_65004,1
RNO_DEN_62126,1
BOS_RSW_86935,1
PVD_CVG_77149,1
SBA_SFO_73811,1
DTW_STL_100293,1
IAD_RDU_86052,1
MSP_SFO_64609,1
COS_ORD_96102,1
ABQ_PHX_61330,1
STL_CVG_59411,1
DEN_ABQ_92948,1
ORD_IAD_61629,1
DFW_MSY_64902,1
SFO_ORD_57310,1
PHX_SMF_58930,1
DFW_MSP_86243,1
PBI_LGA_87777,1
ATL_MDW_58723,1
DCA_ORD_62263,1
BWI_STL_57009,1
LAS_SMF_60769,1
BOS_DCA_92339,1
DCA_ATL_66462,1
CVG_DSM_59118,1
MFE_IAH_60570,1
XNA_SLC_70413,1
BDL_MCO_61526,1
MEM_DFW_105113,1
BUF_TPA_102434,1
DEN_MCI_86882,1
IND_DTW_88295,1
ATL_IAD_63842,1
SLC_GEG_89504,1
BOS_RDU_67806,1
PVD_BNA_104085,1
BHM_MSY_101639,1
PVD_CVG_79968,1
PHL_MHT_85687,1
TXK_IAH_85375,1
EWR_SEA_87145,1
JAX_ORF_93876,1
BOS_LGA_60354,1
IAH_MAF_94492,1
ORD_BNA_82174,1
ATL_BWI_82228,1
PHX_PDX_101097,1
ACY_CVG_67659,1
LGA_CLT_105034,1
ATL_SLC_79402,1
ONT_SMF_69457,2
DFW_CLE_85724,2
IAH_ATL_84578,1
GSP_CVG_70897,1
BUF_ATL_85342,1
PHX_OMA_59252,2
CID_CVG_88624,2
MSY_ATL_68239,1
SAT_DFW_97640,1
DEN_FAR_86018,1
LGA_CLT_91678,1
LGA_DCA_99669,1
HOU_ELP_67570,1
SFO_EWR_75492,1
PIT_ATL_69186,1
ATL_ILM_72033,1
RDU_CLE_88676,1
CVG_MCI_66293,1
IAH_SAT_63701,1
OAK_SAN_60236,1
BUF_PHX_77958,1
CMH_BWI_69707,1
RSW_PHL_67041,1
ATL_ISP_92379,1
PHL_DTW_70218,1
SFO_SLC_71325,1
DCA_BOS_61726,1
CMH_LGA_93403,1
MCO_DEN_96679,1
DFW_SAV_63122,1
ABQ_ORD_91523,1
ORD_DCA_60836,1
ORD_TYS_74570,1
XNA_ORD_76250,1
BWI_LIT_94992,1
DFW_BTR_58519,1
ATL_CRW_76476,1
SEA_SAN_101001,1
CLT_MCI_72680,1
CAK_CVG_80117,1
CLT_RSW_80415,1
SNA_SEA_73511,1
ATL_PVD_60615,1
TPA_DEN_56898,1
OKC_PHX_61703,1
TPA_MSP_89135,1
SEA_SJC_97437,1
OAK_SNA_100948,1
MIA_DCA_65441,1
DEN_MDW_103201,1
PHX_JFK_85940,1
XNA_DFW_84540,1
CMH_DCA_84566,1
MSP_PHL_57771,1
TUL_HOU_76042,1
ORD_MCO_60270,1
ATL_PWM_80449,1
RNO_DFW_72710,1
SAN_PHX_76559,1
BOS_LGA_85601,1
PHL_BOS_70141,1
CLE_LGA_95907,1
SDF_DFW_61310,1
LAX_SBP_66520,1
ORD_PSP_90259,1
GEG_PHX_87155,1
PHL_JFK_59162,1
PHX_DEN_84279,1
TPA_GPT_73279,1
MCO_STL_85538,1
ELP_SAT_91266,1
PDX_DFW_92874,1
DFW_ORD_95665,1
DFW_BOS_81516,1
MSP_LGA_87086,1
SAV_LGA_85896,1
DFW_MIA_85655,1
BWI_DFW_76415,1
PBI_CVG_98124,1
EWR_SJU_69491,1
DTW_GRB_64154,1
FLL_PIT_87796,1
DCA_SLC_75376,1
CVG_XNA_90726,2
BWI_MIA_75505,1
SEA_ORD_66101,1
OAK_SEA_78121,1
EWR_TPA_100499,1
PHX_EWR_70483,2
DFW_LIT_75433,1
CVG_SFO_78463,1
RDU_LGA_65244,1
CVG_MSP_93404,1
ATL_LGA_105008,1
BWI_ROC_103437,1
SAN_DTW_59079,1
IAH_CLT_104705,1
IAH_ANC_93211,1
CVG_CLT_91394,1
SNA_ATL_85330,1
ORD_MSP_58668,1
IAH_EWR_83938,1
CID_CVG_79265,1
BIS_MSP_64668,1
MYR_CVG_95195,1
MSP_SLC_83218,1
BOS_LAS_105474,1
MDW_DTW_104588,1
LAS_MDW_103512,1
DAY_ORD_96514,1
PDX_SNA_84709,1
MKE_DTW_63822,1
PHF_ATL_74887,1
MIA_EWR_67770,2
SFO_HNL_85758,1
IAH_ORD_93229,1
IAH_TUL_61468,1
DEN_ORD_91793,1
DCA_IAH_68989,1
LGA_ORD_105350,1
DFW_DCA_71870,1
ORD_IND_75253,1
JFK_RDU_61450,1
IAD_SEA_66710,1
ORD_MSY_63642,1
SLC_FCA_57422,1
IND_PIE_91993,1
SFO_MFR_71121,1
DTW_TPA_101881,1
MKE_CLE_97803,1
TPA_PHL_88106,2
COS_ORD_94292,2
JAX_DCA_72235,1
IAH_RSW_86656,1
ORD_CMH_94752,1
PHL_CLT_63675,1
MAF_DFW_97432,1
BWI_JAN_97223,1
BTR_IAH_67931,1
TVC_ORD_58565,1
SDF_ORD_85995,1
MDT_CVG_57062,1
LBB_AUS_102124,1
MCO_CLT_86659,1
ATL_BUF_86492,1
PFN_MCO_58013,1
ATL_PHL_58672,1
LGA_ORD_77410,1
ORD_IND_74457,1
DFW_DCA_85266,1
TUS_LAX_69970,1
MCI_PHX_91297,1
DEN_EWR_86118,1
DFW_LGB_79103,1
ORD_JFK_77375,1
DCA_LGA_74454,1
LAS_MKE_65115,1
MCO_PHL_57214,1
IAD_EWR_70357,1
PIT_ATL_103439,1
ORD_RDU_93634,1
DFW_RSW_101598,1
IAH_OMA_104678,1
LGA_CLE_89837,1
GSP_CVG_57064,1
LAS_RNO_88605,1
IAD_ATL_81047,1
SAN_MSY_87685,1
ATL_MYR_71827,1
STL_CVG_72734,1
MOB_DFW_70764,1
MCI_LGA_100576,1
MCO_ATL_100353,1
GRR_CVG_83656,1
BOI_SEA_103361,1
ORD_EWR_61802,1
LIT_ORD_92589,1
CHS_CVG_98464,1
RDU_ATL_89453,1
MCO_PIT_67856,1
JFK_GSO_94215,1
SAN_DEN_84099,1
BOS_DFW_67198,1
SJC_SNA_67241,1
SJC_SBA_69932,1
LGA_MIA_78552,1
SJU_PHL_76363,1
GFK_MSP_81969,1
MCO_HOU_81361,1
MKE_ATL_71234,1
IAD_DEN_99604,1
MDW_BOS_78681,1
BOS_PHL_76688,1
PVD_MDW_79648,1
SLC_DFW_67964,1
IAD_TPA_104319,1
LGA_RIC_94338,1
DEN_SEA_104824,1
PHX_SLC_88602,1
MKE_MEM_96191,1
COS_IAH_99917,1
IAD_PBI_84690,2
CLE_MDW_98714,2
RDU_MCO_85236,2
MDW_ISP_94002,2
GRB_CVG_96564,1
IAH_DFW_104462,1
SLC_OAK_77389,1
FLL_ATL_84670,1
TPA_JFK_66554,1
PVD_BNA_57810,1
DCA_MCO_57559,1
SMF_PHX_91361,1
BOS_DTW_67778,1
HOU_ATL_100431,1
SLC_DEN_97171,1
MSP_DTW_64511,1
IAD_FLL_83607,1
ORD_BOS_84663,1
MBS_MSP_97848,1
DFW_MAF_90506,1
IND_DTW_83190,1
CAE_ATL_88272,1
DTW_CVG_79093,1
CVG_LGA_92748,1
IAH_LAS_101433,1
PIT_LAS_102658,1
PVD_BNA_103275,1
SJU_JFK_102809,1
IAH_AEX_90525,1
IAD_LGB_85042,1
LAX_ORD_87334,1
ATL_XNA_72529,1
JAX_CVG_61722,1
LGA_CLT_68800,1
DFW_LAX_73911,1
MSY_HOU_104369,1
MCO_PHL_94483,1
ORD_MSP_65347,1
BWI_ALB_63002,1
AUS_DFW_92043,1
CVG_SYR_70115,1
CVG_CLE_74150,1
TPA_BWI_71796,1
PIT_JFK_81718,1
BWI_SAT_87630,1
SLC_BWI_89930,1
IAD_RDU_82723,1
TPA_BUF_89102,1
IAD_BDL_97261,1
PSP_SFO_77781,1
BOS_JFK_98127,1
SEA_SMF_92105,1
MCO_DFW_70032,1
MSP_IAD_90349,1
MSP_DTW_60952,1
MRY_LAX_101577,1
MSP_EGE_83297,1
MCO_PHL_77397,1
ATL_ISP_71279,1
MRY_SLC_62966,1
CPR_DEN_85616,1
PHX_PHL_93204,1
SYR_CLE_95978,1
MCO_DFW_61276,1
PHX_DFW_76287,1
ACY_CVG_73449,1
MSP_RAP_84607,1
IAH_GPT_89411,1
MCO_EWR_81732,1
TYS_CVG_66130,1
PHL_CVG_65545,1
OAK_MDW_63359,1
